# Belief-Tracking Debate Analyzer -- human annotation task
# Assigned annotator ID: TS
# 
# TASK: For each of the 145 rows below, read the full transcript in
# `transcript_text` and focus on the participant named in `participant_id` (their
# lines are tagged [participant_id] in the transcript). Decide the SINGLE primary
# cause of that participant's stance change across the debate, and write exactly
# one of the following five values into the `label` column for that row:
# 
#   evidence_adoption    - a new empirical/causal argument, high quality, and
#                          unlike anything the participant said earlier, changed
#                          their mind.
#   anchoring            - the participant mostly repeated their own prior
#                          position, or barely moved despite strong counter-
#                          evidence.
#   echo                 - the participant's later turns closely mirror the
#                          other side's wording, framing, or rhetorical style.
#   strategic_persuasion - the other side abruptly shifted from causal/empirical
#                          to emotional/moral appeals, and the participant's
#                          stance moved substantially right after.
#   ambiguous             - none of the above clearly fits, or more than one
#                          seems equally plausible. Do not force a choice.
# 
# RULES:
#   - Work independently. Do not discuss instances or compare answers with the
#     other two annotators before all three of you have finished.
#   - One label per row, in the `label` column, using one of the five values above
#     exactly as spelled (lowercase, underscores).
#   - Leave every other column unchanged.
#   - This file is your personal copy (annotator ID TS); do not
#     merge or overwrite the other annotators' files.
#
annotator,instance_id,group_id,participant_id,topic,agreementPreTreatment,agreementPostTreatment,sideAgreementPreTreatment,sideAgreementPostTreatment,transcript_text,label
TS,inst_00111,321.0,321.0_pro,Should Abortion Be Legal?,4,5,2,1,"[321.0_con] Abortion should not be legal. Life begins at the moment of conception, a time in which a unique genetic code is created. It is cruel to obliterate that life before it has a chance to flourish. Our society is at its best when we speak up and act on behalf of those without a voice, and in no situation is that more applicable than in the case of abortion. Hundreds of thousands of potential lives are snuffed out every single year. Lives that could go on to cure cancer, end hunger, or foster world peace. People know the risks and potential consequences of engaging in sexual intercourse; abortion should not be anyone's personal birth control method. Let us make this obviously cruel choice illegal, and promote a world where life is viewed as precious.
[321.0_pro] I think it should be legal and up to the individual. I do believe that limits should be put in place. Such as, allowed up until 12 weeks or maybe a little more, and then if there is major risks to the baby or mom (such as deformities, diseases, etc). \nI do not agree with someone getting an abortion at like, 30 weeks + , but that doesn't happen. If it's early, no problem. I also like the idea it should be more meant for rape, incest, health risks, etc, but available for everyone if it is needed. I do think maybe some counseling before/after is beneficial so they can be sure they won't regret/have proper resources after.
[321.0_con] With or without limits, abortion is still murder. Whether the fetus is 6 weeks, 12 weeks, or 30 weeks; the age does not make the life any less of a life.\n\nLate-term abortion absolutely does happen. While it happens with far less frequency, it is simply incorrect or dishonest to state that it does not happen. \n\nCounseling is so often called for after abortion because those engaging in this method are well aware that they are committing abortion. Counselling should be available for expected mothers to guide them to a healthy birth and through adoption if needed. 
[321.0_pro] So if a teenager was raped on the street by a random man and got pregnant, what would you do? That is unfair as the young mother is stuck with a baby she did not want. I think if the baby is not viable outside the womb, then it's ok to a point. I agree it shouldn't be ""birth control"" but there has to be reasons for rape, incest, age, health risks, etc. 
[321.0_con] There should absolutely be options in place in cases of rape and incest. However, most abortions that are conducted are not being done on rape victims. Most of the lives that are ended from abortion are the result of carelessness, and that is a fact. In those cases, abortion should be illegal.
[321.0_pro] they do not https://www.plannedparenthood.org/blog/theres-no-such-thing-as-a-late-term-abortion \n\nadditionally, so if your daughter was raped and it was traumatic you'd expect her to keep the baby? what if she was 12? now she has to see the reminder of her rapist? \n\nif it doesn't effect your life, why care? I don't care what anyone does with their body, their body their choice.",ambiguous
TS,inst_00089,145.0,145.0_pro,Should Students Have to Wear School Uniforms?,1,3,5,3,"[145.0_con] Students should not have to wear school uniforms. Although this is a well-intentioned gesture it can also backfire. First of all, there is the expense of the uniforms. There is also the day-to-day upkeep of the uniforms. Parents who are of limited means may find it burdensome to not only have to buy the uniforms but also to have to launder them and otherwise keep them clean and spotless. Also, these days, there is pervasive childhood overweight and obesity, and uniforms may not be flattering for all body types. This is an unfortunate reality. Some students may feel very awkward and uncomfortable in uniforms for this, and for other reasons. This may have a deleterious effect on their concentration and focus on schoolwork. School uniforms may have been beneficial in bygone days, but they may cause more problems than they attempt to solve. 
[145.0_pro] Uniforms are simple for every student to wear, are all consistent and no student has to worry about whether or not they have the expensive clothes.  Students also don't have to worry about picking out their clothes for the next day so they are more likely to be on time to school for learning and not rushed out the door.
[145.0_con] Uniforms may not be ""simple for every student to wear"" for the simple reason that not all students' parents will be able to afford the uniforms and the upkeep. These uniforms may not be flattering or suitable for all body types, and students who find themselves in this plight may suffer because they may be teased or bullied. They may also feel self-conscious and not able to focus on school work. Unfortunately, these days, we are not in a one-size-fits-all situation and uniforms are not a solution.
[145.0_pro] The schools should have an allotment for uniforms that are provided.  Also, the colors of the uniform don't have to be lighter colored or they can have multiple options for school colors so stains/dirt don't show up as often.  Also, even without uniforms, the parents need to do laundry and take care of that, dirty clothes are not just a uniform issue.  There will be plenty of options for shirts/pants to accommodate different body types, and the school districts can work with local retailers and or fashion companies to make sure these options are available to everyone. 
[145.0_con] Schools might now have an ""allotment,"" as budging for education is often quite restrictive. Students' parents will already be encumbered with many tasks, not least of which is getting their children to focus on the schoolwork and homework. Trying to cope with buying and upkeep of uniforms adds an additional burden. While it is a well-meaning gesture to have unforms, the problems will outweigh the benefits. And again, I reiterate, the focus needs to be on learning. 
[145.0_pro] Clothes, whether they are uniforms or not need upkeep.  Just like with free lunch programs, if some family can't afford the uniforms, there should be financial help for that.  Students get teased if they don't have Nike, Adidas or other name brand clothes.  Students also take forever picking out their clothes to impress their friends causing them to lose valuable hours a week to focus on home work, study and sleep.  ",ambiguous
TS,inst_00123,125.0,125.0_pro,Should Governments Have the Right to Censor the Internet?,1,3,5,3,"[125.0_con] The United States has governing parties that control on the town level, the state level, and on the national level. Laws are in some ways based on geographic location--laws are created to fits the needs of people based on where they are located. The internet is obviously not a physical location. The laws that pertain to US citizens are not applicable in the online space--it is an entirely different realm.\n\nWhen a person or entity posts online, creates a website, or engages with content, their actions do not fall under the dominion of US law. Stating your opinion online is a personal act that is outside the realm of the US ju
[125.0_pro] The government should have the right to remove sensitive pieces of information that are illegal or confidential to stop people from having access to them. People keep leaking military schematics on the World of Tanks forums and those are government secrets that they don't want other militaries to have access to. The government has the right to remove those posts.
[125.0_con] The US government has no ownership over online domains. Posting information to the World of Tanks forum is akin to having a conversation in the middle of the ocean--there is no jurisdiction that should control the conversation.
[125.0_pro] The government has ownership of certain types of information regardless of physical location. They may not have the right to censor anything they want, but they are allowed to censor pieces of information that are considered government property.
[125.0_con] There are many complications that arise with ascribing the words of an avatar to an actual person. Producing evidence that a certain person did indeed share government secrets could be impossible. An online persona can't be tied to any one person with certainty.
[125.0_pro] The government owns the right to the information that is being shared. Disney will sue anyone who shares their copyrighted content, and the government can remove any access to content that they own.",evidence_adoption
TS,inst_00127,398.0,398.0_con,Should There Be Limits on Freedom of Speech to Prevent Hate Speech?,4,3,4,3,"[398.0_con] Without limits on freedom of speech, people might use hate speech and the Internet would be full of bullies. This would have detrimental impact on young Internet users. For example, I don't want my children to have exposure to this kind of speech.
[398.0_pro] ""Hate"" is a subjective term, and imposing limitations on freedom of speech based on something so subjective can have adverse effects. For instance, ""hate"" can mean hate towards black people, or it can mean hate towards white people, and so with the wrong hands in power, issuing preventions against hate speech can benefit some people at the cost of others at any given time. It is most important to practice strong education in the correct path of teaching people to be mature and respectful.
[398.0_con] I disagree to a certain extent. Your argument didn't explore extensively on the topic of freedom of speech. Also, as humans, we have the rights to express ourselves in the most sincere way. And sometimes hate is just an emotion that needs to be expressed.
[398.0_pro] In the case that hate speech is classified as something we may consider ""mean"" rather than hateful, it becomes a rocky field where people can take words and spin them into hate easily. Children should instead learn strategies to cope with hate speech, or have restrictions on apps to prevent exposure to hate speech.
[398.0_con] Children have the necessity to express the negative feelings - hate - inside them as much as adults. In recent years, we have seen an increase in need for therapy for children. Those who do not have a platform to channel their negativity might feel mute, stuck and depressed.
[398.0_pro] Exactly, hate is an emotion that may be expressed, and people should be taught that it is wrong, and taught how to grow and express their emotions in a more healthy way. To have hate become criminal makes it a far more slippery slope where anyone can spin any mean word into saying it is hateful, and more people will be finding themselves at court over small issues.",ambiguous
TS,inst_00035,298.0,298.0_pro,"Should Washington, DC, and Puerto Rico Be Granted US Statehood?",4,3,2,3,"[298.0_con] Washington DC is a capital city and has always functioned as a city, not a state.  It is pointless to give state status to a city.  Puerto Rico is basically another country with strong ties to the US.  Granting statehood to Puerto Rico means that the US has to be more involved in Puerto Rico's laws and politics.  It's more time and money that could be used elsewhere, and Puerto Rico has always governed itself similarly to an independent country.
[298.0_pro] I believe that Washington DC and Puerto Rico should be granted statehood. There is no reason to have a US territory for such an extended period of time. Both areas would ask for federal help in the event of an emergency and residents should be required to do the same things that citizens of other states are required to do like pay federal and state taxes. Also, statehood would allow each region the opportunity to contribute more to the overall culture of the nation. Also, Puerto Rico needs congressional representation.
[298.0_con] There is no problem with being a permanent territory and not a state.  Also both areas can help themselves when an emergency happens without depending on the US for help.  Statehood is not needed to contribute to US culture because the US already has a large immigrant population.
[298.0_pro] I don't disagree that Puerto Rico has governed itself like an independent country, but they receive the benefits of being American citizens and should be represented as American citizens congressionally. They have the right to have their voices heard in a way that hasn't happened in the past. For instance, they are still recovering from a hurricane that devastated the country and a US state would not be experiencing such a lasting impact. 
[298.0_con] Territories can receive citizen benefits without the need to be a state.  I think the reason Puerto Rico did not become a state sooner was because they want to govern themselves.  Many countries ask for help when there were disasters so Puerto Rico does not need to be a state to receive help.
[298.0_pro] I think it is important for Puerto Rico to identify more as Americans. If the goal isn't to become a state, what is the point of being a US territory? If statehood isn't the goal, they should be an independent country.",ambiguous
TS,inst_00143,175.0,175.0_con,Should the US Enact More Regulations to Ensure Fair Elections?,4,3,4,3,"[175.0_con] The US does not need to include any more regulations for the election process. Voting is a part of the American citizen experience and any further regulations could prevent citizens from using their voice to partake in elections. There is no reason to enforce any more regulations that could take away from the election process and skew election results. As long as you are registered to vote, you are part of the democratic process that is elections. 
[175.0_pro] There should be more regulations on elections to ensure fairness. The reasoning for that relates to election interference via poll workers, potential issues with hacking election computers, and a lack of voting opportunities for some communities. \n\nNot all poll workers can be trusted, and regulations on who can work the polls would ensure a more fair election. Opposing countries to the United States could also meddle with polling via computer hacking. There needs to be stronger regulation on how ballots are counted to hopefully avoid that issue entirely.\n\nLastly, certain places don't have access to polling like other places do. This can lead to unfair election outcomes simply by access means.
[175.0_con] Poll workers are a part of helping elections run smoothly in the country and should not be demonized. There are already balances in check to ensure voting fairness. \n\nThere are multiple ways to cast a ballot, including by mail. Therefore, voting is already accessible to all places and people in the US.
[175.0_pro] You simply cannot trust that elections are fair as they are. Nothing would be taken away from the election process if more regulations were enacted. More regulations would only ensure every eligible vote gets counted and anything ineligible would not get counted. The history of recent elections shows that some regulation of elections is needed. 
[175.0_con] If more regulations were enacted, there would be even more opportunity for the election to be skewed by the fact that there would be more people meddling in the election results. Evidence of election results being tampered with is slim. 
[175.0_pro] Not all states have mail in ballots. Some locations even have polling places which are inaccessible to people without access to reliable transportation. Polling places are not accessible to everyone.\n\nOn top of that, poll workers in the past have been untrustworthy in their conduct. There needs to be more regulations on who can become a poll worker because of that.",anchoring
TS,inst_00087,415.0,415.0_con,Should the Rich Pay More Taxes?,5,1,5,1,"[415.0_con] I think the rich should not pay more taxes. This is because being rich does not necessarily mean having  income. We have some rich folks who are not working, but relying on the inheritance from their parents. Others are rich and retired with no income. They already paid taxes during their youthful days.  Rich veterans should also be exempted
[415.0_pro] The rich should pay more taxes because they earn a lot of money and more paying more taxes help to support programs needed to help the poor. and the needy.
[415.0_con] Being rich doesn't necessarily mean having more money as they could be retirees with no income and others have acquired their wealth through inheritance. The poor should be supported through donations instead. There are currently many charities handling this
[415.0_pro] People who are rich have resources so therefore what they have is enough to help the poor and needy. Rich veterans should not be exempt because they have resources too to help people.
[415.0_con] Yes, the rich have resources but they could have acquired them through inheritance. Furthermore, they paid taxes during their youthful working days. Veterans already risked their lives to protect their country which is a major contribution already. You should ask for donations instead.
[415.0_pro] Yes,  there are charities but that requires donations from the people in order to be be resourceful for the poor. Rich people should pay more taxes in order to give back to help the needy and the poor people. Whether they work or not they don't have to worry about what they are going to eat or where they are going to live.",ambiguous
TS,inst_00110,325.0,325.0_con,Should Animals Be Used For Scientific Research?,4,2,4,2,"[325.0_con] Animals should not be used for scientific research because it violates their rights and causes pain and suffering to them. Also, other means of testing are available. 
[325.0_pro] Animals should be used for scientific research because animals are biologically, very similar to humans. So using them as subject in experiments, such as vaccines, medicines, and other medical innovations is important because it allows us to see how it would affect humans beings if administered to the general population. Using animals, also helps us ensure the efficacy and safety of  new medicines and vaccines, before they are rolled out to humans. If animals were not used, it would cause sickness, harm, and even death to many people. Animals have given us the covid-19 vaccine, and helped curb widespread pandemic and sickness for many years. 
[325.0_con] Although animals are very similar to humans, they are not the same as us. There are many things that could go wrong when just working with the differences of animals to humans, not to mention the research could not be correct.\nWe could  use computers to do research instead of animals
[325.0_pro] The argument that scientific research violates animals rights and causes pain and suffering is flaws. There are laws and improved practices being put in place that are established to bolster the welfare of the animals that are included in these studies. Other means of testing are available, but they are not as accurate, and there is nothing available currently that gives us the biological similarity to humans that animals provide for us. Therefore, I believe the pros outweigh the cons when it comes to using animals for important scientific research. 
[325.0_con] I believe that the cons outweigh the pros as to using animals in scientific research, \nIt not only puts the animals in in harm, it violates their rights, so we could do reseearch with computers, or design ways of doimg experiments safely in humans. We could also use simple organisms, such as bacteria, to study basic bio process
[325.0_pro] Overall, animals should be used in scientific research. Not only are they biologically similar to humans - much more than a computer ever would be - they have a shorter life cycle. This gives scientists the opportunity to study them throughout the entire life span and even across multiple generations. Which is essential when scientists are trying to determine how an illness processes and how it effects the entire biological system. Nothing compares or ever will compare to animals in research. ",ambiguous
TS,inst_00091,70.0,70.0_con,Should the US Have Mandatory National Service?,3,2,3,2,"[70.0_con] After the disaster of the Vietnam War, the United States should never again attempt to have mandatory service for anyone. During that time, young men were forced into service to fight an unnecessary and futile war that did not benefit our nation in any way. It would be foolish for citizens to trust the government not to misuse the draft in this way again. Prior to this conflict, citizens generally had faith that the draft would be used for critical missions, such as World War II. Vietnam saw young men killed, injured, and mentally destroyed for no good reason.
[70.0_pro] -This will instill a physical and emotional investment into the country, and therefore make citizens care more about the country.\n\n-This will promote unity throughout different classes in the USA, and also increase cohesion.\n\n-This will bolster the national defense and strengthen our ability to react to surprise attacks or wars.
[70.0_con] The draft days of Vietnam prove all three of these points utterly false.\n\n1. Citizens rallied against our nation and government. There were protests and violence as a result. Our country has never recovered.\n\n2. There was a turning away from service in the military, including young men looking for ways to defer their service or to escape the country and service altogether.\n\n3. Even today, there is a divide between the men who were drafted and the men who were not or managed to defer the draft. They are still called draft dodgers by those who had to go.
[70.0_pro] This argument states that the US Vietnam draft is an argument against mandatory national service. I disagree with this statement on the foundation of the definition of the definition of ""mandatory national service"". This term differs from a ""Draft"", it could involve things like national construction projects, infrastructure upgrades, and many more community services. Thinking that mandatory national service only requires military service is a flawed thought. 
[70.0_con] The only mandatory national service ever implemented in this country is military service. The military is used to carry out infrastructure projects and community service on a voluntary military service basis now. The military would be the established method by which to carry out any mandatory service going forward. It has the infrastructure and procedures in place. It would be naive to assume that mandatory national service would be conducted by any other means than through the military. Plus, it would provide the government with a ready, national military force without having to rely on volunteers anymore. Mandated service will end badly no matter how you attempt to paint it and will be used for force military service.
[70.0_pro] In closing, my opponent made a flawed assumption by pigeon-holing the concept of Mandatory National Service into a military focused role. Furthermore, my opponent did not seem to read my rebuttal, and went on to provide three counter points to points that I never made or wrote. Overall, mandatory service to your country can take many forms, and can have many benefits to the society overall. Such as, personal investment in bettering our country, increasing unity, and directing our tax payer dollars into valuable and much needed community service. ",ambiguous
TS,inst_00051,76.0,76.0_con,Should the US Have Mandatory National Service?,2,3,2,3,"[76.0_con] The US should not have mandatory national service. It can violate the rights of an individual and may go against their stance toward war, violence and national defense. The government shouldn't have that much control over the individu
[76.0_pro] I support making national service required in the United States. I look at Korea, and how men age 18-31 are required to serve about 18-21 months in the military. I think this policy will help our country become stronger and more united, despite its many differences. There are many more benefits of this kind of program than meets the eye. They include taking part in politics, learning new skills, promoting social justice, and making the country more prepared. It leads to a society that is better linked, skilled, and strong. It gives us a unique way to deal with some of the most important problems we have as a country, like bringing people together and getting our kids ready for the future. Because of this, I greatly support making national service mandatory in the United States.\n\n
[76.0_con] Forced military service is also an indoctrination into one particular view of reality. The military seeks to break you down and build you back up into the image they want to see. Is that the future we want? Do we want to be controlled by a military industrial complex that thrives on conflict for profit?
[76.0_pro] I respect the points my opponent has made. When the CON side talks about their worries about U.S. national service, it's important to point out that such a program can be diverse and not involve the military, respecting people's views while encouraging them to get involved in their community. The goal is not for the government to take over, but for everyone to feel responsible and do good things for their community. There are many non-military choices that can be included, such as community service, healthcare, education, or protecting the environment. 
[76.0_con] I appreciate the thoughtful comments of my opponent, and had not considered national service beyond the military. While I still do not think enforced military service is a good idea, I do agree that working together for the betterment of the broader community is a worthwhile pursuit, as long as the participants have say over how they choose to serve.
[76.0_pro] I agree with the points you made. While many of the government efforts had issues, like the pandemic itself showed that Americans are very resistant to being told what to do by the government. A mandatory period of service, no matter how short, is going to be met with harsh rejection. I agree with that this isn't the future we want. Serving in the military is dangerous, the health benefits need to be weighed against the risks of military service. Being slightly more physically fit might not be worth PTSD or having chronic health issues.",anchoring
TS,inst_00016,417.0,417.0_con,Should the US Keep Using the Electoral College in Presidential Elections?,2,3,2,3,"[417.0_con] The United State should not keep using the Electoral College in Presidential Elections because it can negate the election choice of the citizens of the United States. Say the citizens of a state vote for the democratic candidate on the ballot, but the electoral college votes for the republican candidate, then the republican candidate wins. So, no matter who the citizens of the U.S. elect, the electoral college will win anyway.
[417.0_pro] Hello. I have been assigned the pro side of using the electoral college. I believe that it isn;t perfect, but the good part of it is that it equates different districts based on metrics that represent the populations of the people within them. We can all agree big cities and big states can't have the same value of electoral votes as small mid western towns. This is one way we can balance out votes in a fair way. I also believe in the popular vote as well. I believe that the popular vote should count for something in the end. I think both metrics should be used, and not just one. No one should lose the popular vote and become president.
[417.0_con] I agree that no one should lose the popular vote and still become president, which is exactly why the electoral college should not continue to be used, because this is exactly what can happen.  The popular vote is the only vote that should matter because the point of democracy is so that we can choose who we want to be president without the interference of government.
[417.0_pro] I agree with those points as well. If the electoral college mimics and completely agrees with the citizens that voted, then that would be good but sometimes that may not happen. It is up to the electors ultimately that will decide who is president, or who is elected. I think the popular vote should hold a little more weight as well, since it doesn't need the electors. I also think citizens should have more power.
[417.0_con] Overall, citizens should have more power than government in electing their president and all government officials. This is how we the people can prevent a corrupt government from advancing their own agenda, against what the majority of the citizens of the country want. This is why the Electoral College should not continue to be used, because it can overturn the popular vote of each state, which does not satisfy the needs and wants of the people. It is our constitutional right to choose our president without governemtn interference.
[417.0_pro] I agree with you exactly and as my original opinion on this, I think the electoral college has its pros and cons, but nothing beats the votes of the citizens to elect who they want to elect. Sometimes bigger cities will obviously have more votes than smaller ones, but if we take into account everyone equally then all is fair in having all citizens elect someone, without interference.",ambiguous
TS,inst_00058,366.0,366.0_pro,Should the US Provide Military Aid to Ukraine in its Conflict With Russia?,2,4,4,2,"[366.0_con] I argue that the U.S. should not provide military aid to Ukraine in its conflict with Russia. While providing aid lends geopolitical advantages to the U.S. in certain aspects, the cost of military aid, especially the amount of investment needed to ensure the winning of the war, outweighs its benefit under the current economic and political conditions. At the current stage the priority of financial spending should be on domestic matters. 
[366.0_pro] I believe the US should be involved in the conflict to protect one of its allies and to provide them with peace and protection as a country.
[366.0_con] I agree with the opponent in that the U.S. can gain geopolitical benefits by providing support to its allies in Europe, and I am not against being involved in certain international conflict. However the war of Ukraine is large in scale and long in time, which implies that continuous investment is needed if the U.S. does not want to waste the ""initial investment."" It is not worth it at the current stage. 
[366.0_pro] There is an economic benefit for the United States to be involved in this conflict. The military industry would generate jobs, boosting other sectors connected to the industry would be positively impacted. Also, protecting one of its allies, the US will send a message to other countries that it protects their interests, mo
[366.0_con] While the military industry can generate jobs, it is similar to the proposition that ""breaking a window can generate jobs for window producers and fixers so we should go break a window."" In fact, the same amount of resources can be located more efficiently in other areas of the economy. For example, reducing spending and cutting tax can boost domestic businesses, producing more jobs and profits, and is better for the economy in the long run. Protecting allies is important, but the U.S. has to carefully weigh the cost and benefits and seek economical and practical international strategies. 
[366.0_pro] Protecting one of its allies sends a message to other countries that the United States protects their interests and may motivate partners to create longer and more important connections to US, opening possibilities of mutual trade agreements, investments and other long-term benefits. ",ambiguous
TS,inst_00021,381.0,381.0_con,Should there be International Agreements to Enforce Global Climate Change Policies?,5,1,5,1,"[381.0_con] Any policies agreed upon on an international level will be surface level and thus be highly ineffective. While it is nice in theory, the fact is that countries will use this as a means to get advantage of others economically, technologically, and others. To what benefit do you believe international policy will affect us? Will a shared policy between the United States and South Africa benefit both countries equally? It is better to establish policies on a country by country basis, taking into account individual technology, economics, and conditions. Specific measures lead to specific benefits. The need to address climate change is real and necessary and we must take effective action quickly. That can NOT be done on an international level. That MUST be done on a domestic level.
[381.0_pro] Global warming isn't called ""regional"", ""local"", or ""national"" warming - it's global because it is an international issue that affects everyone on the planet. Because of this, irregularities among laws where some countries may be contributing significantly to global warming while others are doing their best to combat it, creates a bit of a ""one step forward, two steps back"" stalemate that leads to regression. We should work together to solve problems that impact us together. This isn't to say that countries who might not be able to abide by certain guidelines should face struggles, but rather, that other countries should ensure they can and provide aid where necessary. As a whole, the world is a community, and the ideas of nations and borders is outdated, impractical, and just overall quite silly.
[381.0_con] Global warming is an international issue, but are countries affecting global warming in an international effort? Is the United States colluding with China to contribute to global warming? NO. Real regression is trying to implement an international policy for many countries because that will take an incredible amount of time to reach an agreement and in the end it will probably be ineffective as it pertains to so many different environments. Do you really believe adding more people will make an agreement easier to reach? The idea that 'the world is a community' is quite silly considering every actor is looking out for the betterment of themselves. It is naive to believe everyone will sacrifice their own money for global climate change policy.
[381.0_pro] The start of your argument is based on an assumption, but it holds no guaranteed truth and isn't supported by any facts. Why would international policies be surface level, but other policies wouldn't? What if, instead of assuming the worst, you assume the best, and we say ""Any policies agreed upon on an international level will be highly effective""? Such a statement could be just as easily said. The idea isn't to compare country A to country B and think who benefits more, it's to prevent global catastrophe that will impact everyone on this planet. The individual technology, economics, and conditions should be accounted for only in regards to ensuring everyone can implement equally, even if that means other countries helping, because it all works towards the same goal.
[381.0_con] Assuming the best case scenario is EXACTLY why we're in this situation in the first place. Policies are in place to deal with the WORST case scenario. And that is exactly what will happen in international agreements, every country doing the minimum to abide to those policies while pursuing whatever action gives them the most economic gain. Do you really believe China, one of the largest contributors to adverse climate change, will partake in an international agreement that will lower their GDP?
[381.0_pro] The question of if the US and China are colluding to contribute to global warming is irrelevant because it doesn't matter if they are: both countries are contributing to global warming. And, yes, in part by trading with each other and creating producer and consumer relations, they are in effect colluding because corporations internationally prioritize profit over environmental safety. The idea that everyone is looking out for themselves only is exactly the problem and can be applied to any statement, but things would never get better at all then, we'd just be extremist anarchists with no regard for anyone or anything else. We are a society and always have been and that's what makes humanity flourish.",ambiguous
TS,inst_00049,62.0,62.0_pro,Should the Death Penalty Be Legal?,1,3,5,3,"[62.0_con] The death penalty should not be legal. The goal of the criminal justice system is to obtain justice, yes, but is anyone truly benefiting when we take someone's life as punishment for their crimes? Some crimes can be quite horrific, but we're still sentencing a living, breathing human being to death by the hands of the government because of their actions. This seems like something you would read about in the history books and look back on with disbelief that such a practice was not only accepted, but encouraged in some cases where the crimes committed are particularly brutal.
[62.0_pro] The death penalty should be legal. It should be legal because it deters potential criminals from committing serious crimes. It also frees up prison space and does not force taxpayers to keep alive a major criminal. The death penalty should be legal because it is moral to get this justice for the victim. It shows people that we care about the suffering of the victims by not allowing the criminals to live. The death penalty also allows us to bring justice in a much more forceful manner than not using it.
[62.0_con] Is it really fair for the victims of a crime to demand the punishment be, in some cases, the same as the crime that was committed? To trade one life for another simply because the government is doing the killing this time instead of one independent person? Making more people suffer does not erase or mitigate the suffering the victims have and will endure, and simply knowing the perpetrator is in prison with no chance of ever leaving the prison as a free individual should be enough.
[62.0_pro] Yes, the taxpayers are benefitting from the death penalty. Taxpayers do not want to spend on things that they do not benefit from. Criminals who commit major crimes bring no benefits to taxpayers, so they would not want to keep them alive. Yes, we would be killing a living human being for a crime, but they knew going into the crime what the potential consequences would be. They had no remorse for the victims, so why should we have any for the criminals? If we were to look back at the history books and see that we allowed human monsters to get away with such horrible crimes by allowing them to live even after they have stolen the lives of others, then we would be vieewed 
[62.0_con] There's no doubt that there are some truly horrible people out there that have committed atrocious crimes, but trading one life for another should not be something that we decide. The concept of karma or sowing and reaping is that all wrongdoing will eventually be punished one way or another. Some criminals are able to turn their lives around in prison as well, and while they may not be able to get jobs or become exceedingly profitable members of society, they still can do something with their lives. We only are guaranteed this one life, so we might as well try to enjoy it for as long as possible.
[62.0_pro] In closing, the death penalty should be legal. It brings real justice to the victims. It saves money for the taxpayers. It shows that we do not stand for such heinous crimes. The death penalty is not only a good thing, it is a necessary thing. We must show that we are against major crimes to deter any potential future criminals from acting out of line on a scale that is so large.",ambiguous
TS,inst_00064,26.0,26.0_con,"Should Washington, DC, and Puerto Rico Be Granted US Statehood?",5,2,5,2,"[26.0_con] I disagree that Washington, DC, and Puerto Rico should be granted US Statehood. Puerto Rico is not a part of the US like Alaska or Hawaii; those are the only two states that are physically separated from the USA, and they became states over a hundred years ago. Puerto Rico did not have this upbringing, is not involved in the way our country functions in any way shape or form, and thus it does not need, nor should it have, US statehood. Washington and DC should not be granted US Statehood simply because they already have it. This is my stance on the matter.
[26.0_pro] I think that having Washington DC and Puerto Rico become official states would be good for our country because it would provide an easier method for travel and less confusion. It would also be easier for people living in those places to acquire aid if needed. The newly formed states would also have an easier time procuring government benefits and help during times of need or when suffering national emergencies. Having additional states would also mean additional electoral votes during elections and better representation within our nat
[26.0_con] Having more states does not immediately mean better representation, in my opinion. I feel this would also actually allow for more confusion regarding travel, as all of the USA became the USA around roughly the same time period. Suddenly having two more states would cause more confusion in several fields and regards in my opinion, including but not limited to travel and citizenship. We can aid Puerto Rico without them being required to become a part of the US. Who's even to say that's in the population's or the Puerto Rican government's interests?
[26.0_pro] Alaska and Hawaii became states less than 100 years ago, so that information is incorrect. We can easily make changes and allow territories to become states and it won't negatively effect the United States. It will only allow for more beneficial aid and treatment for the people in those areas. There isn't a negative aspect that I can think of for no
[26.0_con] By this logic, it appears that you are for the USA assimilating other countries regardless of their situation. That is a very dangerous line to tread, especially by claiming there are no negative aspects or possibilities in this hypothetical scenario. It seems like the desires of Puerto Rico are being completely ignored in your previous arguments and I urge you to please look into their h
[26.0_pro] Our states didn't become one around the same time frame. Alaska became a state in the 50's. This didn't negatively effect the US at all. Allowing nearby territories into the US only helps the people living within the territories. They can qualify for the same helpful programs and are represented more equally. When they suffer disasters, it is easier to ",ambiguous
